Id,SalePrice
1933,181612.3
1934,178661.73
1935,171965.02
1936,197456.83
1937,183583.34
1938,170702.88
1939,251874.36
1940,192460.45
1941,175112.05
1942,167963.08
1943,230714.05
1944,404802.25
1945,421651.4
1946,122060.25
1947,268221.47
1948,179027.75
1949,241455.48
1950,175218.39
1951,233781.89
1952,191400.2
1953,173360.8
1954,178289.61
1955,136475.3
1956,313262.34
1957,150640.64
1958,254139.23
1959,138279.38
1960,104651.39
1961,118437.5
1962,93988.664
1963,100165.68
1964,105290.586
1965,138303.11
1966,137164.61
1967,301523.84
1968,436783.94
1969,386957.78
1970,406682.16
1971,445255.6
1972,376691.3
1973,288133.03
1974,337704.72
1975,508736.1
1976,288909.03
1977,366390.66
1978,350525.28
1979,306834.88
1980,189325.02
1981,334293.16
1982,213033.7
1983,197100.53
1984,167011.83
1985,226486.86
1986,205296.77
1987,177647.0
1988,169258.39
1989,184889.55
1990,202288.36
1991,222897.7
1992,210570.14
1993,161534.06
1994,224153.48
1995,183216.2
1996,264346.8
1997,308486.28
1998,311647.66
1999,305851.7
2000,330876.72
2001,293902.47
2002,241241.89
2003,248747.08
2004,285108.78
2005,214854.27
2006,221010.56
2007,248057.03
2008,217483.64
2009,199444.81
2010,183645.55
2011,127841.23
2012,170694.1
2013,175771.98
2014,187487.73
2015,205534.08
2016,191765.17
2017,198033.4
2018,105735.35
2019,128507.266
2020,85351.37
2021,105801.76
2022,197906.16
2023,133920.23
2024,271542.2
2025,368254.53
2026,175342.16
2027,162649.48
2028,158246.14
2029,168238.73
2030,262759.8
2031,225725.95
2032,246650.61
2033,249851.77
2034,171047.39
2035,224684.14
2036,196143.36
2037,209309.31
2038,330435.75
2039,224781.53
2040,338418.03
2041,337683.8
2042,211209.52
2043,175961.56
2044,175707.95
2045,200528.2
2046,142071.61
2047,137989.7
2048,132416.42
2049,130576.86
2050,172097.89
2051,95880.14
2052,126641.63
2053,145541.45
2054,94445.14
2055,159581.88
2056,146992.0
2057,103325.84
2058,204312.36
2059,122121.17
2060,172582.95
2061,159030.45
2062,124381.12
2063,114896.39
2064,129979.945
2065,104018.65
2066,155286.86
2067,109424.76
2068,139037.8
2069,76778.91
2070,106991.266
2071,89684.664
2072,139130.31
2073,125550.51
2074,161326.9
2075,142462.64
2076,119988.97
2077,153210.84
2078,127766.836
2079,128657.05
2080,112058.836
2081,125269.44
2082,127940.98
2083,142553.52
2084,108273.695
2085,109038.59
2086,118382.07
2087,110402.62
2088,92426.05
2089,80952.13
2090,117438.37
2091,100370.82
2092,126847.625
2093,119080.62
2094,101766.04
2095,135514.77
2096,77783.48
2097,89961.27
2098,142635.36
2099,43941.26
2100,74744.71
2101,110967.85
2102,114226.82
2103,97667.81
2104,127025.44
2105,127911.57
2106,53438.58
2107,188370.6
2108,114487.945
2109,107348.1
2110,107164.56
2111,139493.12
2112,141162.7
2113,118149.79
2114,111215.24
2115,165254.66
2116,108401.3
2117,138789.61
2118,119907.51
2119,111498.2
2120,107783.016
2121,92136.164
2122,116612.73
2123,85493.88
2124,180164.52
2125,115903.66
2126,157302.58
2127,181502.19
2128,117412.73
2129,65316.684
2130,140675.77
2131,124586.85
2132,114139.125
2133,128181.88
2134,122785.07
2135,101399.4
2136,78191.87
2137,112733.734
2138,127492.07
2139,145426.23
2140,138970.8
2141,151264.98
2142,123862.42
2143,142887.16
2144,110698.96
2145,134884.05
2146,175314.55
2147,129027.07
2148,125389.35
2149,131015.234
2150,241269.92
2151,112813.35
2152,150328.92
2153,168724.48
2154,104346.52
2155,132675.58
2156,246711.83
2157,224906.03
2158,237555.52
2159,213790.08
2160,174381.95
2161,226433.33
2162,399229.22
2163,327049.78
2164,233076.64
2165,199020.4
2166,152118.88
2167,221518.39
2168,186718.03
2169,191459.77
2170,214816.36
2171,151734.17
2172,136841.62
2173,177078.16
2174,219684.17
2175,289822.12
2176,309957.5
2177,236143.02
2178,202347.27
2179,135881.86
2180,206009.08
2181,191562.77
2182,222848.08
2183,186941.28
2184,120683.555
2185,121696.14
2186,136276.89
2187,147334.83
2188,148744.44
2189,275133.47
2190,82194.96
2191,67889.52
2192,87044.055
2193,109055.555
2194,94091.5
2195,84641.164
2196,108499.74
2197,117843.18
2198,150714.31
2199,177188.3
2200,134011.58
2201,134850.2
2202,215170.4
2203,134423.31
2204,180956.14
2205,116387.67
2206,151638.02
2207,217637.86
2208,258044.92
2209,272229.66
2210,113019.516
2211,118169.836
2212,124479.99
2213,103738.516
2214,135084.61
2215,101330.125
2216,151799.75
2217,46909.418
2218,63718.676
2219,57885.707
2220,41107.51
2221,355191.72
2222,311653.7
2223,280190.66
2224,201346.39
2225,129525.96
2226,178112.27
2227,186622.95
2228,281657.28
2229,242187.81
2230,155464.83
2231,207964.03
2232,177450.28
2233,174712.47
2234,234941.2
2235,217430.7
2236,242639.27
2237,295152.9
2238,195526.64
2239,100979.89
2240,151229.52
2241,132148.55
2242,111079.35
2243,119664.96
2244,97521.23
2245,98826.34
2246,135836.8
2247,107308.96
2248,116033.05
2249,109851.02
2250,124322.44
2251,116943.836
2252,174243.52
2253,153708.06
2254,179168.45
2255,192064.27
2256,168228.66
2257,209781.03
2258,157787.6
2259,176540.02
2260,142488.88
2261,205463.03
2262,218605.73
2263,405219.53
2264,455857.53
2265,153796.61
2266,314859.97
2267,373191.1
2268,446978.88
2269,152267.89
2270,184294.05
2271,203652.25
2272,189833.5
2273,159609.44
2274,184598.19
2275,148488.52
2276,184531.31
2277,175451.02
2278,149059.73
2279,134234.14
2280,106975.195
2281,154662.1
2282,170409.17
2283,105901.19
2284,112836.17
2285,134335.27
2286,122663.88
2287,370073.75
2288,280683.88
2289,360438.0
2290,415980.34
2291,350250.7
2292,433605.3
2293,462273.72
2294,415703.53
2295,468519.62
2296,252276.64
2297,375621.06
2298,379811.03
2299,352914.03
2300,330174.53
2301,335148.72
2302,256536.98
2303,240082.88
2304,253061.17
2305,189877.44
2306,185121.92
2307,194573.8
2308,226290.42
2309,277458.7
2310,205938.1
2311,199462.86
2312,173655.48
2313,165207.83
2314,172798.62
2315,170848.9
2316,193185.77
2317,192193.47
2318,172814.81
2319,177389.9
2320,177954.58
2321,239373.12
2322,181079.7
2323,187521.31
2324,182764.03
2325,201616.73
2326,170310.58
2327,196613.44
2328,213302.36
2329,188905.02
2330,177752.05
2331,339522.25
2332,407840.44
2333,333223.34
2334,265249.97
2335,281259.3
2336,310311.6
2337,183099.86
2338,241868.31
2339,220826.06
2340,384973.28
2341,202831.39
2342,230957.86
2343,222195.89
2344,222459.9
2345,227530.44
2346,214646.42
2347,200012.02
2348,246901.05
2349,193045.62
2350,312545.44
2351,254919.52
2352,247492.89
2353,254814.22
2354,141763.88
2355,141517.42
2356,140434.98
2357,185406.77
2358,195994.5
2359,135250.45
2360,113567.24
2361,146286.34
2362,239278.89
2363,143604.2
2364,151828.61
2365,203281.52
2366,185752.03
2367,209720.61
2368,212335.95
2369,203397.11
2370,169635.25
2371,163913.53
2372,185437.42
2373,282810.9
2374,326010.28
2375,239066.3
2376,296107.7
2377,358341.25
2378,154349.64
2379,196919.39
2380,141122.62
2381,164655.95
2382,200629.92
2383,196774.27
2384,234247.4
2385,157484.3
2386,129682.625
2387,128004.91
2388,95539.73
2389,111867.67
2390,154428.06
2391,131792.67
2392,108463.32
2393,172827.8
2394,141836.64
2395,200958.3
2396,141835.08
2397,194299.83
2398,124237.445
2399,65295.387
2400,61952.62
2401,129554.75
2402,133458.4
2403,134954.66
2404,148933.1
2405,143302.94
2406,139507.31
2407,121109.89
2408,136429.05
2409,110203.19
2410,163582.08
2411,113111.945
2412,157231.42
2413,125522.98
2414,157997.9
2415,118325.07
2416,126395.984
2417,131818.98
2418,131452.64
2419,120545.195
2420,121312.914
2421,169759.3
2422,96758.47
2423,112949.87
2424,134327.8
2425,208622.53
2426,140669.97
2427,125693.37
2428,172606.42
2429,117375.79
2430,130012.19
2431,113034.87
2432,140256.89
2433,139596.1
2434,144579.86
2435,154929.52
2436,105999.82
2437,101748.91
2438,123703.734
2439,87359.4
2440,120595.82
2441,92296.1
2442,92926.445
2443,126223.27
2444,114220.3
2445,82670.04
2446,139834.3
2447,196023.61
2448,127904.12
2449,101138.79
2450,153709.66
2451,106850.1
2452,242701.56
2453,83615.336
2454,112097.34
2455,110627.336
2456,130578.414
2457,146880.95
2458,135445.77
2459,108974.336
2460,133758.69
2461,124727.22
2462,123666.78
2463,128072.16
2464,187615.88
2465,127977.98
2466,130223.04
2467,113588.37
2468,89120.6
2469,80718.086
2470,203947.56
2471,228836.5
2472,158710.08
2473,124784.4
2474,78603.836
2475,190025.1
2476,125052.18
2477,116421.984
2478,145516.48
2479,98574.75
2480,150128.84
2481,124713.02
2482,106904.73
2483,106650.21
2484,120832.63
2485,125984.19
2486,147159.78
2487,161088.4
2488,160611.38
2489,152450.84
2490,135893.05
2491,73090.96
2492,188960.03
2493,144378.72
2494,135953.83
2495,75295.2
2496,229817.4
2497,149729.94
2498,107681.48
2499,79637.9
2500,123894.13
2501,136594.84
2502,135165.38
2503,88429.414
2504,187850.36
2505,233040.78
2506,242951.27
2507,276664.78
2508,240638.64
2509,214245.22
2510,206897.55
2511,174509.23
2512,209286.81
2513,205429.28
2514,284188.25
2515,155394.95
2516,171557.89
2517,142212.92
2518,152974.05
2519,239413.92
2520,208286.23
2521,184442.08
2522,220195.06
2523,118783.086
2524,132820.58
2525,148312.98
2526,141187.86
2527,121526.25
2528,133463.08
2529,142106.55
2530,119665.09
2531,254629.3
2532,219535.3
2533,192243.97
2534,227678.08
2535,270873.72
2536,222158.6
2537,248409.17
2538,178609.45
2539,179064.86
2540,175371.75
2541,172185.16
2542,158150.39
2543,119210.13
2544,109944.98
2545,126593.53
2546,116426.77
2547,130778.58
2548,150467.4
2549,159311.06
2550,460584.03
2551,131992.58
2552,125743.6
2553,67762.68
2554,97831.96
2555,100981.29
2556,95978.93
2557,108370.6
2558,135445.27
2559,139165.77
2560,145351.12
2561,153035.58
2562,151350.61
2563,155039.98
2564,204941.03
2565,147350.86
2566,158544.17
2567,139745.27
2568,224889.25
2569,252599.77
2570,112525.89
2571,191988.39
2572,141769.3
2573,201473.89
2574,323666.1
2575,132543.95
2576,118878.12
2577,150047.08
2578,69297.22
2579,39197.63
2580,101896.85
2581,114871.94
2582,105891.46
2583,295819.53
2584,153822.5
2585,182664.33
2586,207866.08
2587,192948.0
2588,138872.31
2589,143815.67
2590,190673.17
2591,220900.38
2592,205674.3
2593,230290.23
2594,172594.27
2595,194631.6
2596,285204.38
2597,182652.25
2598,282380.1
2599,356940.88
2600,172126.45
2601,133588.27
2602,78011.16
2603,90646.28
2604,87902.555
2605,69629.23
2606,138987.77
2607,222451.45
2608,185314.55
2609,161443.58
2610,102569.52
2611,131528.8
2612,150646.05
2613,124683.555
2614,123076.86
2615,156213.53
2616,139468.84
2617,183457.27
2618,190578.72
2619,193711.73
2620,182527.8
2621,174154.33
2622,179274.7
2623,226724.69
2624,298299.62
2625,265139.72
2626,175920.83
2627,171206.84
2628,519138.75
2629,527567.3
2630,411001.06
2631,470602.03
2632,444455.7
2633,317078.7
2634,435819.1
2635,142404.58
2636,172837.33
2637,163621.83
2638,261261.36
2639,185830.05
2640,150654.14
2641,102724.875
2642,174012.64
2643,104299.27
2644,111587.664
2645,107617.37
2646,92865.12
2647,100343.04
2648,136941.84
2649,151368.34
2650,128894.27
2651,139467.44
2652,394009.94
2653,252558.6
2654,262667.66
2655,426110.22
2656,334877.72
2657,352079.03
2658,323231.88
2659,329573.34
2660,374332.53
2661,359878.84
2662,388521.34
2663,287630.97
2664,270889.22
2665,348540.44
2666,268414.3
2667,170188.88
2668,178740.0
2669,174168.88
2670,267125.9
2671,179580.33
2672,189582.17
2673,195635.7
2674,194277.14
2675,176177.14
2676,179737.8
2677,198747.3
2678,234067.81
2679,283230.12
2680,297394.66
2681,413400.3
2682,311445.66
2683,538958.4
2684,335622.4
2685,341543.2
2686,242849.14
2687,305073.4
2688,205833.39
2689,208146.7
2690,359276.12
2691,192462.06
2692,136592.45
2693,196841.55
2694,126143.35
2695,189533.56
2696,177075.75
2697,184555.97
2698,195583.39
2699,167882.02
2700,147181.75
2701,138508.9
2702,94740.984
2703,105472.195
2704,131345.9
2705,110433.766
2706,101057.92
2707,112265.03
2708,133675.83
2709,105732.445
2710,124447.555
2711,323629.78
2712,422917.3
2713,161888.16
2714,145891.55
2715,169698.92
2716,137633.77
2717,192271.66
2718,214502.47
2719,155236.95
2720,173210.84
2721,130085.914
2722,148340.89
2723,142691.98
2724,124537.3
2725,135839.4
2726,139976.14
2727,174741.61
2728,175686.05
2729,150159.02
2730,141150.84
2731,130827.06
2732,128792.28
2733,148734.48
2734,128200.414
2735,135789.62
2736,141041.34
2737,118501.37
2738,128214.53
2739,155569.88
2740,133730.39
2741,142835.38
2742,149046.48
2743,154030.84
2744,159209.02
2745,144021.06
2746,135130.78
2747,141493.45
2748,120821.1
2749,123089.37
2750,121582.445
2751,135358.8
2752,192382.83
2753,146344.45
2754,206020.67
2755,138951.39
2756,91253.664
2757,67552.836
2758,78155.79
2759,164528.67
2760,130795.64
2761,136682.45
2762,132568.52
2763,182086.95
2764,141399.0
2765,269612.47
2766,119949.43
2767,88466.33
2768,124211.836
2769,133488.42
2770,131496.11
2771,97610.35
2772,106473.65
2773,198559.48
2774,132998.8
2775,108610.48
2776,140790.89
2777,143364.98
2778,98452.68
2779,113684.195
2780,97430.32
2781,86589.88
2782,95056.47
2783,94869.93
2784,116425.66
2785,132852.12
2786,60195.293
2787,120120.11
2788,68839.2
2789,170266.48
2790,94534.07
2791,107517.18
2792,57665.785
2793,139210.48
2794,103700.86
2795,112798.98
2796,98969.26
2797,183283.77
2798,106324.164
2799,98313.92
2800,68109.15
2801,112095.54
2802,120048.68
2803,142242.1
2804,127257.0
2805,93372.2
2806,79489.04
2807,170214.23
2808,143335.12
2809,124002.336
2810,138727.61
2811,160511.08
2812,159210.89
2813,143686.86
2814,142141.55
2815,92393.695
2816,216595.39
2817,140664.56
2818,123757.63
2819,159991.7
2820,135732.83
2821,103176.77
2822,177510.73
2823,306861.84
2824,172914.42
2825,147321.48
2826,124188.33
2827,126416.766
2828,220200.19
2829,199452.27
2830,218348.08
2831,180550.7
2832,231627.77
2833,320988.66
2834,225296.27
2835,221433.56
2836,182196.14
2837,161290.02
2838,147818.81
2839,166796.36
2840,203298.92
2841,197816.58
2842,227176.08
2843,151739.48
2844,169960.8
2845,119268.11
2846,200859.73
2847,209276.44
2848,190572.78
2849,197539.25
2850,273109.34
2851,203123.36
2852,233193.47
2853,232925.64
2854,136048.61
2855,201367.11
2856,196761.14
2857,179551.61
2858,196874.16
2859,95575.96
2860,125784.32
2861,123844.055
2862,171733.14
2863,121349.22
2864,247239.02
2865,136814.7
2866,132842.02
2867,96933.195
2868,87687.164
2869,87674.05
2870,119716.21
2871,77587.914
2872,40221.113
2873,89057.82
2874,136343.03
2875,120403.16
2876,150796.06
2877,147559.55
2878,165642.3
2879,140761.05
2880,109201.09
2881,151227.64
2882,188267.14
2883,192049.94
2884,189550.17
2885,190862.83
2886,237361.2
2887,102312.8
2888,143689.23
2889,46142.918
2890,75615.82
2891,140061.75
2892,24932.445
2893,77753.55
2894,34076.613
2895,348052.4
2896,297826.75
2897,215635.86
2898,126922.59
2899,196379.05
2900,154036.1
2901,214287.58
2902,178012.92
2903,315273.28
2904,342555.9
2905,63311.74
2906,192169.36
2907,103859.234
2908,132587.67
2909,129173.586
2910,68618.07
2911,79575.99
2912,147609.7
2913,76673.92
2914,70490.414
2915,79035.086
2916,79626.445
2917,174365.86
2918,104129.914
2919,213578.6
